Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"TBC1D25","TBC1 Domain Family Member 25","Protein Coding","Q3MII6","44","GC0XP048539","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D25"
"TECPR1","Tectonin Beta-Propeller Repeat Containing 1","Protein Coding","Q7Z6L1","44","GC07M098214","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TECPR1"
"TEX264","Testis Expressed 264, ER-Phagy Receptor","Protein Coding","Q9Y6I9","44","GC03P066939","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX264"
"TM9SF1","Transmembrane 9 Superfamily Member 1","Protein Coding","O15321","44","GC14M024189","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TM9SF1"
"WDR6","WD Repeat Domain 6","Protein Coding","Q9NNW5","44","GC03P049007","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR6"
"ELP6","Elongator Acetyltransferase Complex Subunit 6","Protein Coding","Q0PNE2","43","GC03M047495","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELP6"
"FOXK1","Forkhead Box K1","Protein Coding","P85037","43","GC07P004682","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXK1"
"PHF23","PHD Finger Protein 23","Protein Coding","Q9BUL5","43","GC17M099953","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHF23"
"DAPL1","Death Associated Protein Like 1","Protein Coding","A0PJW8","42","GC02P158795","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAPL1"
"DCAF12","DDB1 And CUL4 Associated Factor 12","Protein Coding","Q5T6F0","42","GC09M034086","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCAF12"
"DHRSX","Dehydrogenase/Reductase X-Linked","Protein Coding","Q8N5I4","42","GC0XM002219","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHRSX"
"MTCL3","MTCL Family Member 3","Protein Coding","Q5TF21","42","GC06M127472","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTCL3"
"RNF185","Ring Finger Protein 185","Protein Coding","Q96GF1","42","GC22P031160","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF185"
"SLC35D3","Solute Carrier Family 35 Member D3","Protein Coding","Q5M8T2","42","GC06P136922","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35D3"
"TMEM39A","Transmembrane Protein 39A","Protein Coding","Q9NV64","42","GC03M119428","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM39A"
"C6orf89","Chromosome 6 Open Reading Frame 89","Protein Coding","Q6UWU4","41","GC06P190839","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C6orf89"
"DNAJC16","DnaJ Heat Shock Protein Family (Hsp40) Member C16","Protein Coding","Q9Y2G8","41","GC01P015526","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC16"
"GRAMD1A","GRAM Domain Containing 1A","Protein Coding","Q96CP6","41","GC19P161947","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRAMD1A"
"MOAP1","Modulator Of Apoptosis 1","Protein Coding","Q96BY2","41","GC14M093182","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOAP1"
"WASHC1","WASH Complex Subunit 1","Protein Coding","A8K0Z3","41","GC09M000016","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WASHC1"
"MTCL2","Microtubule Crosslinking Factor 2","Protein Coding","O94964","40","GC20M036777","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTCL2"
"RETREG2","Reticulophagy Regulator Family Member 2","Protein Coding","Q8NC44","40","GC02P220662","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RETREG2"
"TMEM74","Transmembrane Protein 74","Protein Coding","Q96NL1","40","GC08M108606","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM74"
"PLEKHF1","Pleckstrin Homology And FYVE Domain Containing 1","Protein Coding","Q96S99","39","GC19P029665","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHF1"
"TMEM208","Transmembrane Protein 208","Protein Coding","Q9BTX3","39","GC16P129735","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM208"
"KIF25","Kinesin Family Member 25","Protein Coding","Q9UIL4","37","GC06P167996","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF25"
"TMEM150B","Transmembrane Protein 150B","Protein Coding","A6NC51","37","GC19M113079","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM150B"
"TP53INP2","Tumor Protein P53 Inducible Nuclear Protein 2","Protein Coding","Q8IXH6","37","GC20P034704","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53INP2"
"RUFY4","RUN And FYVE Domain Containing 4","Protein Coding","Q6ZNE9","35","GC02P218034","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUFY4"
"MIR199A1","MicroRNA 199a-1","RNA Gene","","28","GC19M010817","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR199A1"
"ENSG00000255330","Novel  Protein","Protein Coding","","9","GC06M127475","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000255330"
"ENSG00000288053","Novel Protein","Protein Coding","","8","GC0XM050081","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000288053"
"ALK","ALK Receptor Tyrosine Kinase","Protein Coding","Q9UM73","64","GC02M029389","0.400983273983002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALK"
"ROS1","ROS Proto-Oncogene 1, Receptor Tyrosine Kinase","Protein Coding","P08922","60","GC06M117287","0.400983273983002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROS1"
"ANXA5","Annexin A5","Protein Coding","P08758","59","GC04M121667","0.400983273983002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA5"
"NUP62","Nucleoporin 62","Protein Coding","P37198","58","GC19M049906","0.400983273983002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP62"
"COL11A2","Collagen Type XI Alpha 2 Chain","Protein Coding","P13942","56","GC06M033162","0.400983273983002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL11A2"
"IGF2BP2","Insulin Like Growth Factor 2 MRNA Binding Protein 2","Protein Coding","Q9Y6M1","56","GC03M185643","0.400983273983002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2BP2"
"KHDRBS1","KH RNA Binding Domain Containing, Signal Transduction Associated 1","Protein Coding","Q07666","55","GC01P032013","0.400983273983002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KHDRBS1"
"GTF2H1","General Transcription Factor IIH Subunit 1","Protein Coding","P32780","54","GC11P023551","0.400983273983002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2H1"
"DCTN4","Dynactin Subunit 4","Protein Coding","Q9UJW0","50","GC05M150708","0.400983273983002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCTN4"
"ULK4","Unc-51 Like Kinase 4","Protein Coding","Q96C45","49","GC03M041247","0.400983273983002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ULK4"
"TCEAL1","Transcription Elongation Factor A Like 1","Protein Coding","Q15170","48","GC0XP103628","0.400983273983002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCEAL1"
"NSG1","Neuronal Vesicle Trafficking Associated 1","Protein Coding","P42857","43","GC04P031762","0.400983273983002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSG1"
"AKT3","AKT Serine/Threonine Kinase 3","Protein Coding","Q9Y243","68","GC01M243488","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT3"
"AKT2","AKT Serine/Threonine Kinase 2","Protein Coding","P31751","66","GC19M040230","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT2"
"JAK1","Janus Kinase 1","Protein Coding","P23458","66","GC01M064833","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK1"
"CCND1","Cyclin D1","Protein Coding","P24385","65","GC11P069641","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCND1"
"PIK3CA","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Alpha","Protein Coding","P42336","65","GC03P179148","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CA"
"CREB1","CAMP Responsive Element Binding Protein 1","Protein Coding","P16220","63","GC02P207529","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREB1"
"NRAS","NRAS Proto-Oncogene, GTPase","Protein Coding","P01111","63","GC01M114704","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRAS"
"PPP2CA","Protein Phosphatase 2 Catalytic Subunit Alpha","Protein Coding","P67775","63","GC05M134194","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2CA"
"PRKDC","Protein Kinase, DNA-Activated, Catalytic Subunit","Protein Coding","P78527","63","GC08M047773","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKDC"
"ACACA","Acetyl-CoA Carboxylase Alpha","Protein Coding","Q13085","62","GC17M037084","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACACA"
"CP","Ceruloplasmin","Protein Coding","P00450","62","GC03M149162","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CP"
"GYS1","Glycogen Synthase 1","Protein Coding","P13807","62","GC19M112793","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GYS1"
"PTK2","Protein Tyrosine Kinase 2","Protein Coding","Q05397","62","GC08M140657","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK2"
"ATF4","Activating Transcription Factor 4","Protein Coding","P18848","60","GC22P039519","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF4"
"HSP90B1","Heat Shock Protein 90 Beta Family Member 1","Protein Coding","P14625","60","GC12P103930","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90B1"
"PDK1","Pyruvate Dehydrogenase Kinase 1","Protein Coding","Q15118","60","GC02P172555","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDK1"
"PIP5K1C","Phosphatidylinositol-4-Phosphate 5-Kinase Type 1 Gamma","Protein Coding","O60331","60","GC19M111639","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIP5K1C"
"PLA2G6","Phospholipase A2 Group VI","Protein Coding","O60733","60","GC22M090050","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G6"
"PRF1","Perforin 1","Protein Coding","P14222","60","GC10M070597","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRF1"
"EIF4EBP1","Eukaryotic Translation Initiation Factor 4E Binding Protein 1","Protein Coding","Q13541","59","GC08P045333","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4EBP1"
"ILK","Integrin Linked Kinase","Protein Coding","Q13418","59","GC11P022985","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ILK"
"MECP2","Methyl-CpG Binding Protein 2","Protein Coding","P51608","59","GC0XM154021","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MECP2"
"PXN","Paxillin","Protein Coding","P49023","59","GC12M120210","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PXN"
"RPS6KB2","Ribosomal Protein S6 Kinase B2","Protein Coding","Q9UBS0","59","GC11P067428","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KB2"
"SCP2","Sterol Carrier Protein 2","Protein Coding","P22307","59","GC01P052927","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCP2"
"SPTLC1","Serine Palmitoyltransferase Long Chain Base Subunit 1","Protein Coding","O15269","59","GC09M126478","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTLC1"
"FTL","Ferritin Light Chain","Protein Coding","P02792","58","GC19P048965","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTL"
"MAP3K8","Mitogen-Activated Protein Kinase Kinase Kinase 8","Protein Coding","P41279","58","GC10P031378","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K8"
"COASY","Coenzyme A Synthase","Protein Coding","Q13057","57","GC17P042561","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COASY"
"FA2H","Fatty Acid 2-Hydroxylase","Protein Coding","Q7L5A8","57","GC16M074712","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FA2H"
"PANK2","Pantothenate Kinase 2","Protein Coding","Q9BZ23","57","GC20P011675","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PANK2"
"GAB1","GRB2 Associated Binding Protein 1","Protein Coding","Q13480","56","GC04P143336","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAB1"
"PPP2CB","Protein Phosphatase 2 Catalytic Subunit Beta","Protein Coding","P62714","56","GC08M031090","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2CB"
"GAB2","GRB2 Associated Binding Protein 2","Protein Coding","Q9UQC2","55","GC11M078215","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAB2"
"CREB3L1","CAMP Responsive Element Binding Protein 3 Like 1","Protein Coding","Q96BA8","52","GC11P049458","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREB3L1"
"CREB3L2","CAMP Responsive Element Binding Protein 3 Like 2","Protein Coding","Q70SY1","51","GC07M137874","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREB3L2"
"GTPBP2","GTP Binding Protein 2","Protein Coding","Q9BX10","51","GC06M043605","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTPBP2"
"DCAF17","DDB1 And CUL4 Associated Factor 17","Protein Coding","Q5H9S7","50","GC02P171434","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCAF17"
"CHAF1A","Chromatin Assembly Factor 1 Subunit A","Protein Coding","Q13111","49","GC19P004402","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHAF1A"
"THEM4","Thioesterase Superfamily Member 4","Protein Coding","Q5T1C6","49","GC01M151870","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THEM4"
"CREB3L4","CAMP Responsive Element Binding Protein 3 Like 4","Protein Coding","Q8TEY5","48","GC01P153967","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREB3L4"
"ILKAP","ILK Associated Serine/Threonine Phosphatase","Protein Coding","Q9H0C8","48","GC02M238170","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ILKAP"
"CREB3","CAMP Responsive Element Binding Protein 3","Protein Coding","O43889","47","GC09P078071","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREB3"
"AKTIP","AKT Interacting Protein","Protein Coding","Q9H8T0","46","GC16M055056","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKTIP"
"BCAP29","B Cell Receptor Associated Protein 29","Protein Coding","Q9UHQ4","41","GC07P113493","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAP29"
"PIP5KL1","Phosphatidylinositol-4-Phosphate 5-Kinase Like 1","Protein Coding","Q5T9C9","41","GC09M127920","0.397400736808777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIP5KL1"
